qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,695950,164874,860824,
fc_b_001,5.55%,5.36%,7.68%,7.35%,3456,2358,5814,
fc_b_002,ACD,,,,6507,443,6950,
fc_b_003,ABCD,,,,7926,706,8632,
fc_b_004,ABC,,,,6507,443,6950,
fc_b_005,1468.47%,740.58%,,,3590,2560,6150,
fc_b_006,B,,,,7926,706,8632,
fc_b_007,BC,,,,5498,732,6230,
fc_b_008,ABC,,,,5498,732,6230,
fc_b_009,ABD,,,,5498,732,6230,
fc_b_010,BCD,,,,6187,669,6856,
fc_b_011,ABC,,,,7926,706,8632,
fc_b_012,BCD,,,,6134,374,6508,
fc_b_013,A,,,,5163,310,5473,
fc_b_014,14.41,,,,3996,2400,6396,
fc_b_015,CD,,,,6187,669,6856,
fc_b_016,C,,,,5163,310,5473,
fc_b_017,BC,,,,6187,669,6856,
fc_b_018,ABD,,,,6507,443,6950,
fc_b_019,ABCD,,,,5163,310,5473,
fc_b_020,2.30,,,,3782,2444,6226,
fin_b_001,ACD,,,,7189,1445,8634,
fin_b_002,BCD,,,,10367,2867,13234,
fin_b_003,ABCD,,,,9547,2284,11831,
fin_b_004,AB,,,,7189,1445,8634,
fin_b_005,AC,,,,13874,2142,16016,
fin_b_006,BC,,,,7189,1445,8634,
fin_b_007,ABD,,,,10493,2123,12616,
fin_b_008,AC,,,,17111,2493,19604,
fin_b_009,BCD,,,,9547,2284,11831,
fin_b_010,AD,,,,7189,1445,8634,
fin_b_011,ABC,,,,14044,1879,15923,
fin_b_012,AB,,,,14044,1879,15923,
fin_b_013,16.23,3.52,,,8508,9394,17902,
fin_b_014,1.12,9.82,8.69,,15198,8256,23454,
fin_b_015,宁德时代>美的集团,19.76,,,7031,2536,9567,
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,76.92,,,12496,2786,15282,
fin_b_017,1049321.98,0.08,,,6142,5592,11734,
fin_b_018,2.58,7.65,,,5233,2465,7698,
fin_b_019,比亚迪>宁德时代>美的集团,0.84,,,6693,2616,9309,
fin_b_020,112.32,112.31,0.01,,6053,2811,8864,
ins_b_001,333.20,,,,7256,2646,9902,
ins_b_002,BC,,,,5700,1251,6951,
ins_b_003,366.00,,,,5916,2949,8865,
ins_b_004,CD,,,,5700,1251,6951,
ins_b_005,BD,,,,10905,2032,12937,
ins_b_006,BCD,,,,14567,1972,16539,
ins_b_007,BC,,,,10120,2022,12142,
ins_b_008,ABCD,,,,9591,1998,11589,
ins_b_009,BCD,,,,11138,2127,13265,
ins_b_010,AB,,,,10611,1974,12585,
ins_b_011,16.00,,,,4394,2438,6832,
ins_b_012,BCD,,,,11995,2076,14071,
ins_b_013,BD,,,,14674,1901,16575,
ins_b_014,ACD,,,,5699,1251,6950,
ins_b_015,AC,,,,10404,1943,12347,
ins_b_016,ABD,,,,10280,2037,12317,
ins_b_017,ABCD,,,,11769,2067,13836,
ins_b_018,60.00,,,,4481,2245,6726,
ins_b_019,211.50,,,,7242,5009,12251,
ins_b_020,ACD,,,,10984,2155,13139,
reg_b_001,ACD,,,,3947,458,4405,
reg_b_003,2026年3月30日,,,,3992,2775,6767,
reg_b_004,2026年6月30日,,,,4196,2453,6649,
reg_b_005,BC,,,,3769,443,4212,
reg_b_007,30.00,,,,4057,2462,6519,
reg_b_008,BC,,,,3769,443,4212,
reg_b_009,BC,,,,3947,458,4405,
reg_b_013,B,,,,3769,443,4212,
reg_b_014,99.25,,,,3962,2429,6391,
reg_b_015,AC,,,,3947,458,4405,
reg_b_016,2.00,,,,4317,2379,6696,
reg_b_017,AC,,,,4025,466,4491,
reg_b_018,2026年4月1日,,,,4251,2429,6680,
reg_b_020,B,,,,3847,451,4298,
reg_b_021,B,,,,3847,451,4298,
reg_b_023,AB,,,,4025,466,4491,
reg_b_024,B,,,,3847,451,4298,
reg_b_025,AC,,,,4025,465,4490,
reg_b_026,B,,,,3847,450,4297,
reg_b_027,BD,,,,3847,450,4297,
res_b_001,AB,,,,6478,688,7166,
res_b_002,AC,,,,6600,643,7243,
res_b_003,AB,,,,6600,643,7243,
res_b_004,BCD,,,,6478,688,7166,
res_b_005,22.19%,,,,3756,4155,7911,
res_b_006,AB,,,,6478,688,7166,
res_b_007,61.98,,,,3811,2474,6285,
res_b_008,AC,,,,6478,688,7166,
res_b_009,ABC,,,,6478,688,7166,
res_b_010,AC,,,,6600,643,7243,
res_b_011,BC,,,,6600,643,7243,
res_b_012,670513.50,,,,3707,3317,7024,
res_b_013,AB,,,,6478,688,7166,
res_b_014,CD,,,,6600,643,7243,
res_b_015,BD,,,,6600,643,7243,
res_b_016,BD,,,,6478,688,7166,
res_b_017,AC,,,,7455,753,8208,
res_b_018,ACD,,,,6600,643,7243,
res_b_019,ABC,,,,6478,688,7166,
res_b_020,BD,,,,6600,643,7243,
