qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,583049,146443,729492,
fc_b_001,5.55%,5.36%,7.68%,7.35%,3146,1338,4484,
fc_b_002,ACD,,,,5190,383,5573,
fc_b_003,ACD,,,,5407,956,6363,
fc_b_004,ABC,,,,5109,399,5508,
fc_b_005,1468.47%,740.58%,,,7057,3201,10258,
fc_b_006,B,,,,5102,1370,6472,
fc_b_007,B,,,,4218,747,4965,
fc_b_008,ABC,,,,6066,529,6595,
fc_b_009,ABD,,,,5812,414,6226,
fc_b_010,BCD,,,,5079,403,5482,
fc_b_011,ABC,,,,5573,369,5942,
fc_b_012,BCD,,,,4837,252,5089,
fc_b_013,A,,,,3917,220,4137,
fc_b_014,14.41,,,,3485,1387,4872,
fc_b_015,CD,,,,5987,450,6437,
fc_b_016,C,,,,3811,234,4045,
fc_b_017,BC,,,,5315,367,5682,
fc_b_018,ABD,,,,6047,367,6414,
fc_b_019,ABCD,,,,5812,340,6152,
fc_b_020,2.30,,,,2294,1287,3581,
fin_b_001,ACD,,,,6959,1663,8622,
fin_b_002,BCD,,,,7350,2333,9683,
fin_b_003,AD,,,,10598,3218,13816,
fin_b_004,A,,,,7797,3111,10908,
fin_b_005,ACD,,,,8087,1575,9662,
fin_b_006,BC,,,,4541,1493,6034,
fin_b_007,ABD,,,,7518,1536,9054,
fin_b_008,AC,,,,11929,2243,14172,
fin_b_009,C,,,,6904,1501,8405,
fin_b_010,D,,,,14661,6720,21381,
fin_b_011,ABC,,,,11308,1672,12980,
fin_b_012,A,,,,32294,5108,37402,
fin_b_013,,,,,6975,3256,10231,
fin_b_014,-1.68,10.31,11.99,,10521,5975,16496,
fin_b_015,宁德时代>美的集团,XX.XX,,,8038,4486,12524,
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,5126,1610,6736,
fin_b_017,1049321.98,0.08,,,7000,3401,10401,
fin_b_018,2.58,7.65,,,2984,1411,4395,
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,3646,1614,5260,
fin_b_020,112.32,112.31,0.01,,4124,1831,5955,
ins_b_001,332.30,,,,4336,1529,5865,
ins_b_002,B,,,,5622,1447,7069,
ins_b_003,457.00,,,,3024,3206,6230,
ins_b_004,BD,,,,4888,1413,6301,
ins_b_005,D,,,,4317,1478,5795,
ins_b_006,BD,,,,6139,1367,7506,
ins_b_007,BC,,,,6874,1394,8268,
ins_b_008,ABCD,,,,4893,1473,6366,
ins_b_009,D,,,,8165,2911,11076,
ins_b_010,AB,,,,4539,1297,5836,
ins_b_011,16.00,,,,2616,1515,4131,
ins_b_012,BCD,,,,6553,1384,7937,
ins_b_013,BD,,,,6005,1335,7340,
ins_b_014,ACD,,,,4025,1389,5414,
ins_b_015,AC,,,,8941,2733,11674,
ins_b_016,AB,,,,6247,1430,7677,
ins_b_017,ABCD,,,,5500,1379,6879,
ins_b_018,60.00,,,,2821,1325,4146,
ins_b_019,211.50,,,,4310,1518,5828,
ins_b_020,ACD,,,,4475,1855,6330,
reg_b_001,ACD,,,,5070,455,5525,
reg_b_003,2026年3月30日,,,,2924,1355,4279,
reg_b_004,2026年6月30日,,,,3235,1434,4669,
reg_b_005,CD,,,,4207,1188,5395,
reg_b_007,30.00,,,,2975,1442,4417,
reg_b_008,BC,,,,4743,302,5045,
reg_b_009,BC,,,,4226,457,4683,
reg_b_013,B,,,,3736,311,4047,
reg_b_014,99.25,,,,2735,2418,5153,
reg_b_015,AC,,,,4138,544,4682,
reg_b_016,2.00,,,,3426,1388,4814,
reg_b_017,AC,,,,4539,463,5002,
reg_b_018,2026年4月1日,,,,3200,1382,4582,
reg_b_020,B,,,,3868,272,4140,
reg_b_021,B,,,,4221,385,4606,
reg_b_023,AB,,,,4178,550,4728,
reg_b_024,B,,,,4934,469,5403,
reg_b_025,AC,,,,4201,398,4599,
reg_b_026,B,,,,3772,1295,5067,
reg_b_027,BD,,,,4176,411,4587,
res_b_001,AB,,,,7847,589,8436,
res_b_002,AC,,,,8811,684,9495,
res_b_003,AB,,,,6648,686,7334,
res_b_004,BC,,,,4332,1867,6199,
res_b_005,22.19,,,,3084,1650,4734,
res_b_006,AB,,,,5336,575,5911,
res_b_007,61.98,,,,2545,1385,3930,
res_b_008,AC,,,,7635,4021,11656,
res_b_009,ABC,,,,6145,922,7067,
res_b_010,AC,,,,4560,582,5142,
res_b_011,B,,,,6145,521,6666,
res_b_012,67.10,,,,2718,1641,4359,
res_b_013,D,,,,8052,4021,12073,
res_b_014,C,,,,6885,2256,9141,
res_b_015,BD,,,,7882,466,8348,
res_b_016,BD,,,,8359,640,8999,
res_b_017,AC,,,,6090,554,6644,
res_b_018,ACD,,,,6663,1243,7906,
res_b_019,AB,,,,6120,710,6830,
res_b_020,B,,,,6774,363,7137,
