qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,306458,102826,409284
fc_b_001,5.55%,5.36%,7.68%,7.35%,2613,1407,4020
fc_b_002,AD,,,,2109,799,2908
fc_b_003,BD,,,,3081,624,3705
fc_b_004,ABC,,,,3081,624,3705
fc_b_005,1468.47%,740.58%,,,6418,3615,10033
fc_b_006,B,,,,3081,624,3705
fc_b_007,C,,,,3081,624,3705
fc_b_008,ABC,,,,3081,624,3705
fc_b_009,BD,,,,3081,624,3705
fc_b_010,A,,,,2109,799,2908
fc_b_011,ABC,,,,3081,624,3705
fc_b_012,BCD,,,,2109,799,2908
fc_b_013,A,,,,2109,799,2908
fc_b_014,14.41,,,,2949,1351,4300
fc_b_015,BCD,,,,2109,799,2908
fc_b_016,A,,,,2109,799,2908
fc_b_017,B,,,,2109,799,2908
fc_b_018,ABD,,,,2109,799,2908
fc_b_019,ABCD,,,,3081,624,3705
fc_b_020,2.30,,,,1734,1321,3055
fin_b_001,D,,,,4283,752,5035
fin_b_002,BCD,,,,4283,752,5035
fin_b_003,ACD,,,,4283,752,5035
fin_b_004,AB,,,,4283,752,5035
fin_b_005,ABCD,,,,4283,752,5035
fin_b_006,A,,,,5618,922,6540
fin_b_007,ABD,,,,5618,922,6540
fin_b_008,AC,,,,5618,922,6540
fin_b_009,BCD,,,,4283,752,5035
fin_b_010,ABCD,,,,4283,752,5035
fin_b_011,BC,,,,4283,752,5035
fin_b_012,A,,,,5618,922,6540
fin_b_013,40.05,10.10,,,6778,3485,10263
fin_b_014,,,,,9802,7398,17200
fin_b_015,无法计算,0.00,,,7164,3599,10763
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,4470,1542,6012
fin_b_017,1049321.98,0.08,,,6271,3356,9627
fin_b_018,2.58,7.65,,,2308,1453,3761
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,2973,3545,6518
fin_b_020,112.32,112.31,0.01,,2268,2365,4633
ins_b_001,333.20,,,,3650,1649,5299
ins_b_002,BC,,,,2759,549,3308
ins_b_003,322.00,,,,2310,1698,4008
ins_b_004,C,,,,2759,549,3308
ins_b_005,A,,,,1679,409,2088
ins_b_006,BCD,,,,2759,549,3308
ins_b_007,BC,,,,2759,549,3308
ins_b_008,ABCD,,,,2759,549,3308
ins_b_009,A,,,,1679,409,2088
ins_b_010,A,,,,1679,409,2088
ins_b_011,16.00,,,,1966,1579,3545
ins_b_012,BD,,,,2759,549,3308
ins_b_013,BD,,,,2759,549,3308
ins_b_014,A,,,,1679,409,2088
ins_b_015,AC,,,,1679,409,2088
ins_b_016,A,,,,1679,409,2088
ins_b_017,ABC,,,,2759,549,3308
ins_b_018,60.00,,,,2185,1572,3757
ins_b_019,211.50,,,,3637,1481,5118
ins_b_020,C,,,,1679,409,2088
reg_b_001,ACD,,,,2328,393,2721
reg_b_003,2026年3月30日,,,,2510,1350,3860
reg_b_004,2026年6月30日,,,,2588,1449,4037
reg_b_005,BCD,,,,2249,677,2926
reg_b_007,30.00,,,,2519,1367,3886
reg_b_008,C,,,,2249,677,2926
reg_b_009,BC,,,,2328,393,2721
reg_b_013,B,,,,2249,676,2925
reg_b_014,99.25,,,,2316,1520,3836
reg_b_015,AC,,,,2328,392,2720
reg_b_016,2.00,,,,2730,1379,4109
reg_b_017,AC,,,,2395,400,2795
reg_b_018,2026年4月1日,,,,2652,1426,4078
reg_b_020,B,,,,2316,684,3000
reg_b_021,B,,,,2316,684,3000
reg_b_023,AB,,,,2395,400,2795
reg_b_024,B,,,,2316,684,3000
reg_b_025,AC,,,,2395,400,2795
reg_b_026,B,,,,2316,684,3000
reg_b_027,BD,,,,2316,684,3000
res_b_001,AB,,,,2729,645,3374
res_b_002,AC,,,,3030,615,3645
res_b_003,AB,,,,3030,615,3645
res_b_004,BCD,,,,2729,645,3374
res_b_005,22.19,,,,2476,1650,4126
res_b_006,AB,,,,3030,615,3645
res_b_007,61.98,,,,1923,1450,3373
res_b_008,AC,,,,2729,645,3374
res_b_009,ABC,,,,4559,793,5352
res_b_010,AC,,,,3030,615,3645
res_b_011,BC,,,,2729,645,3374
res_b_012,101.30,,,,2041,1775,3816
res_b_013,AB,,,,2729,645,3374
res_b_014,CD,,,,3030,615,3645
res_b_015,B,,,,3030,615,3645
res_b_016,BD,,,,2729,645,3374
res_b_017,AC,,,,3030,615,3645
res_b_018,ACD,,,,3030,615,3645
res_b_019,AB,,,,2729,645,3374
res_b_020,BD,,,,2728,645,3373
