qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,363514,102621,466135
fc_b_001,5.55%,5.36%,7.68%,7.35%,3100,1370,4470
fc_b_002,AD,,,,2679,930,3609
fc_b_003,BD,,,,3656,661,4317
fc_b_004,ABC,,,,3636,661,4297
fc_b_005,1468.47%,740.58%,,,6617,3427,10044
fc_b_006,B,,,,3661,671,4332
fc_b_007,C,,,,3675,671,4346
fc_b_008,ABC,,,,3700,671,4371
fc_b_009,BC,,,,3685,671,4356
fc_b_010,B,,,,2648,930,3578
fc_b_011,ABC,,,,3664,661,4325
fc_b_012,BCD,,,,2639,930,3569
fc_b_013,A,,,,2563,930,3493
fc_b_014,14.41,,,,3439,1340,4779
fc_b_015,BCD,,,,2655,930,3585
fc_b_016,B,,,,2567,930,3497
fc_b_017,B,,,,2626,930,3556
fc_b_018,ABD,,,,2656,930,3586
fc_b_019,BD,,,,3590,661,4251
fc_b_020,2.30,,,,2248,1323,3571
fin_b_001,AD,,,,4970,738,5708
fin_b_002,BCD,,,,4963,738,5701
fin_b_003,D,,,,4928,760,5688
fin_b_004,AB,,,,4964,782,5746
fin_b_005,CD,,,,4959,760,5719
fin_b_006,C,,,,6309,1246,7555
fin_b_007,ABD,,,,6319,1248,7567
fin_b_008,AC,,,,6310,1257,7567
fin_b_009,BCD,,,,4967,760,5727
fin_b_010,AD,,,,4971,738,5709
fin_b_011,BC,,,,4991,762,5753
fin_b_012,D,,,,6253,1246,7499
fin_b_013,40.05,10.10,,,7399,3921,11320
fin_b_014,无法计算,无法计算,无法计算,,10427,5413,15840
fin_b_015,宁德时代>美的集团,0.00,,,7466,3396,10862
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,5079,1581,6660
fin_b_017,1049321.98,0.08,,,6906,3347,10253
fin_b_018,2.58,7.65,,,2937,1447,4384
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,3599,3739,7338
fin_b_020,112.32,112.31,0.01,,2909,1613,4522
ins_b_001,333.20,,,,4289,1614,5903
ins_b_002,B,,,,3518,641,4159
ins_b_003,367.00,,,,2977,1709,4686
ins_b_004,AD,,,,3472,645,4117
ins_b_005,B,,,,2374,545,2919
ins_b_006,BCD,,,,3402,645,4047
ins_b_007,BC,,,,3406,644,4050
ins_b_008,ABCD,,,,3425,646,4071
ins_b_009,A,,,,2385,545,2930
ins_b_010,B,,,,2359,546,2905
ins_b_011,16.00,,,,2569,1573,4142
ins_b_012,BD,,,,3409,639,4048
ins_b_013,BD,,,,3450,638,4088
ins_b_014,AC,,,,2427,537,2964
ins_b_015,AC,,,,2351,546,2897
ins_b_016,AB,,,,2377,546,2923
ins_b_017,AC,,,,3401,643,4044
ins_b_018,60.00,,,,2774,1451,4225
ins_b_019,211.50,,,,4263,1555,5818
ins_b_020,ACD,,,,2387,545,2932
reg_b_001,ACD,,,,2977,413,3390
reg_b_003,2026年3月30日,,,,2877,1379,4256
reg_b_004,2026年6月30日,,,,3188,1432,4620
reg_b_005,BCD,,,,2791,354,3145
reg_b_007,30.00,,,,2928,1375,4303
reg_b_008,BC,,,,2830,365,3195
reg_b_009,BC,,,,2966,383,3349
reg_b_013,B,,,,2570,343,2913
reg_b_014,99.25,,,,2688,1334,4022
reg_b_015,AC,,,,2897,355,3252
reg_b_016,2.00,,,,3379,1376,4755
reg_b_017,AC,,,,3077,383,3460
reg_b_018,2026年4月1日,,,,3153,1505,4658
reg_b_020,B,,,,2573,343,2916
reg_b_021,B,,,,2736,406,3142
reg_b_023,AB,,,,2899,383,3282
reg_b_024,B,,,,2844,354,3198
reg_b_025,AC,,,,2949,371,3320
reg_b_026,B,,,,2642,343,2985
reg_b_027,BD,,,,2793,362,3155
res_b_001,AB,,,,3274,773,4047
res_b_002,AC,,,,3291,759,4050
res_b_003,AB,,,,3243,759,4002
res_b_004,BCD,,,,3259,759,4018
res_b_005,22.19,,,,3037,1867,4904
res_b_006,AB,,,,3267,766,4033
res_b_007,61.98,,,,2498,1423,3921
res_b_008,AC,,,,3485,597,4082
res_b_009,ABC,,,,5163,665,5828
res_b_010,AC,,,,3283,766,4049
res_b_011,B,,,,3489,590,4079
res_b_012,67.10,,,,2671,1665,4336
res_b_013,ABC,,,,3249,766,4015
res_b_014,CD,,,,3485,597,4082
res_b_015,A,,,,3479,590,4069
res_b_016,BD,,,,3499,590,4089
res_b_017,AC,,,,3302,773,4075
res_b_018,CD,,,,3501,604,4105
res_b_019,AB,,,,3474,597,4071
res_b_020,BD,,,,3463,583,4046
