qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,539840,142945,682785
fc_b_001,5.55%,5.36%,7.68%,7.35%,4106,1756,5862
fc_b_002,ACD,,,,4414,378,4792
fc_b_003,BD,,,,3684,413,4097
fc_b_004,ABC,,,,6005,907,6912
fc_b_005,1468.47%,740.58%,,,4007,1887,5894
fc_b_006,B,,,,6529,631,7160
fc_b_007,BC,,,,6542,631,7173
fc_b_008,ABC,,,,6577,631,7208
fc_b_009,ABD,,,,9052,1212,10264
fc_b_010,BCD,,,,6910,297,7207
fc_b_011,ABC,,,,5938,547,6485
fc_b_012,BCD,,,,4205,230,4435
fc_b_013,B,,,,5920,907,6827
fc_b_014,14.41,,,,4426,1678,6104
fc_b_015,CD,,,,6909,297,7206
fc_b_016,B,,,,5933,907,6840
fc_b_017,BC,,,,4301,494,4795
fc_b_018,ABD,,,,4322,460,4782
fc_b_019,ABCD,,,,5879,547,6426
fc_b_020,2.30,,,,4283,1716,5999
fin_b_001,ACD,,,,7853,1438,9291
fin_b_002,BCD,,,,7838,1438,9276
fin_b_003,ABCD,,,,9427,1413,10840
fin_b_004,AB,,,,9022,1632,10654
fin_b_005,ACD,,,,6013,1885,7898
fin_b_006,ABC,,,,4426,1554,5980
fin_b_007,ABCD,,,,8498,2783,11281
fin_b_008,AC,,,,4686,2058,6744
fin_b_009,BCD,,,,9460,1413,10873
fin_b_010,AD,,,,9036,1610,10646
fin_b_011,BC,,,,5897,1589,7486
fin_b_012,ABCD,,,,8151,2882,11033
fin_b_013,40.05,10.10,,,4559,2190,6749
fin_b_014,,,,,8136,9832,17968
fin_b_015,宁德时代>美的集团,19.76,,,4256,3092,7348
fin_b_016,美的集团>招商银行>中国建筑,40.28,,,4129,1844,5973
fin_b_017,,,,,8229,3463,11692
fin_b_018,2.58,7.65,,,4328,1746,6074
fin_b_019,...”。可能系统接受。我将按规则,先写取数计算,,,4061,4238,8299
fin_b_020,112.32,112.31,0.01,,4193,2440,6633
ins_b_001,336.20,,,,3677,2111,5788
ins_b_002,C,,,,5466,1389,6855
ins_b_003,75.00,,,,4422,1897,6319
ins_b_004,BC,,,,5978,1340,7318
ins_b_005,BD,,,,5802,1441,7243
ins_b_006,BD,,,,5781,1392,7173
ins_b_007,BC,,,,5811,2111,7922
ins_b_008,AC,,,,5694,1563,7257
ins_b_009,BD,,,,5996,1476,7472
ins_b_010,B,,,,4968,1414,6382
ins_b_011,16.00,,,,4392,1668,6060
ins_b_012,B,,,,5229,1704,6933
ins_b_013,B,,,,5810,1323,7133
ins_b_014,ACD,,,,4035,1350,5385
ins_b_015,AC,,,,5019,1408,6427
ins_b_016,A,,,,5945,1378,7323
ins_b_017,AC,,,,5550,1315,6865
ins_b_018,60.00,,,,3947,1776,5723
ins_b_019,212.50,,,,3651,2038,5689
ins_b_020,AC,,,,5833,1553,7386
reg_b_001,ACD,,,,5466,439,5905
reg_b_003,20260330.00,,,,3709,1693,5402
reg_b_004,20260630.00,,,,4092,1723,5815
reg_b_005,BCD,,,,4452,343,4795
reg_b_007,30.00,,,,3953,1650,5603
reg_b_008,BC,,,,5084,356,5440
reg_b_009,BC,,,,3134,345,3479
reg_b_013,B,,,,3148,228,3376
reg_b_014,99.25,,,,3883,1689,5572
reg_b_015,AC,,,,4527,757,5284
reg_b_016,2.00,,,,4230,1747,5977
reg_b_017,AC,,,,3243,345,3588
reg_b_018,4.01,,,,4303,3651,7954
reg_b_020,B,,,,3164,228,3392
reg_b_021,B,,,,4587,391,4978
reg_b_023,AB,,,,3050,345,3395
reg_b_024,B,,,,4774,473,5247
reg_b_025,AC,,,,4663,473,5136
reg_b_026,B,,,,4267,380,4647
reg_b_027,BD,,,,4605,415,5020
res_b_001,AB,,,,6499,585,7084
res_b_002,AD,,,,4794,1777,6571
res_b_003,AB,,,,4846,2476,7322
res_b_004,BCD,,,,5382,550,5932
res_b_005,22.19,,,,5247,1819,7066
res_b_006,AB,,,,5142,1149,6291
res_b_007,61.98,,,,4720,1761,6481
res_b_008,C,,,,4902,610,5512
res_b_009,ABC,,,,9528,3084,12612
res_b_010,AC,,,,5373,601,5974
res_b_011,BC,,,,5127,1149,6276
res_b_012,67.10,,,,5104,2102,7206
res_b_013,AB,,,,6476,585,7061
res_b_014,CD,,,,5487,542,6029
res_b_015,B,,,,5383,444,5827
res_b_016,BD,,,,5239,532,5771
res_b_017,AC,,,,6009,724,6733
res_b_018,D,,,,6571,2246,8817
res_b_019,AB,,,,5116,1149,6265
res_b_020,D,,,,5415,2676,8091
