qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,1875638,328565,2204203,
fc_b_001,5.55%,5.36%,7.68%,7.35%,17586,4857,22443,
fc_b_002,ACD,,,,17539,1047,18586,
fc_b_003,ACD,,,,18931,1299,20230,
fc_b_004,ABC,,,,18498,1089,19587,
fc_b_005,1468.47%,740.58%,,,16788,5524,22312,
fc_b_006,B,,,,12591,906,13497,
fc_b_007,BC,,,,21925,4379,26304,
fc_b_008,ABC,,,,22442,1773,24215,
fc_b_009,ABD,,,,23507,1087,24594,
fc_b_010,BCD,,,,18033,1117,19150,
fc_b_011,ABC,,,,11552,657,12209,
fc_b_012,BCD,,,,19321,805,20126,
fc_b_013,A,,,,9620,484,10104,
fc_b_014,14.41,,,,18399,5166,23565,
fc_b_015,CD,,,,11670,682,12352,
fc_b_016,C,,,,17158,923,18081,
fc_b_017,BC,,,,19947,1074,21021,
fc_b_018,ABD,,,,17981,952,18933,
fc_b_019,ABCD,,,,23935,1007,24942,
fc_b_020,2.30,,,,16750,7124,23874,
fin_b_001,ACD,,,,21993,4742,26735,
fin_b_002,BCD,,,,15865,2895,18760,
fin_b_003,ABCD,,,,36361,4943,41304,
fin_b_004,CD,,,,32000,7058,39058,
fin_b_005,ACD,,,,36330,4496,40826,
fin_b_006,BC,,,,16505,4552,21057,
fin_b_007,ABD,,,,26267,4284,30551,
fin_b_008,AC,,,,22046,2472,24518,
fin_b_009,BCD,,,,26952,4580,31532,
fin_b_010,AD,,,,32967,8338,41305,
fin_b_011,ABC,,,,42453,4738,47191,
fin_b_012,AB,,,,30276,4969,35245,
fin_b_013,40.05,10.10,,,25538,6075,31613,
fin_b_014,1.12,9.82,8.70,,41455,11424,52879,
fin_b_015,宁德时代>美的集团,19.75,,,40168,9036,49204,
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,38098,6032,44130,
fin_b_017,1049321.98,0.08,,,18134,4599,22733,
fin_b_018,2.58,7.65,,,21478,4385,25863,
fin_b_019,比亚迪>宁德时代>美的集团,0.84,,,30670,8835,39505,
fin_b_020,112.32,112.31,0.01,,19218,6314,25532,
ins_b_001,333.20,,,,21453,5525,26978,
ins_b_002,BC,,,,19338,4286,23624,
ins_b_003,366.00,,,,23032,6545,29577,
ins_b_004,BCD,,,,21594,4723,26317,
ins_b_005,BD,,,,22194,4296,26490,
ins_b_006,BCD,,,,27117,3767,30884,
ins_b_007,BC,,,,20577,4291,24868,
ins_b_008,ABCD,,,,19007,4370,23377,
ins_b_009,BCD,,,,22631,4086,26717,
ins_b_010,AB,,,,20237,3958,24195,
ins_b_011,16.00,,,,14285,5527,19812,
ins_b_012,BCD,,,,23025,4159,27184,
ins_b_013,BD,,,,15498,2283,17781,
ins_b_014,ACD,,,,15100,4110,19210,
ins_b_015,AC,,,,12287,2164,14451,
ins_b_016,ABD,,,,20765,4246,25011,
ins_b_017,ABCD,,,,23517,4335,27852,
ins_b_018,60.00,,,,14482,4934,19416,
ins_b_019,211.50,,,,21564,5137,26701,
ins_b_020,ACD,,,,22233,4399,26632,
reg_b_001,ACD,,,,14031,1189,15220,
reg_b_003,2026年3月30日,,,,9745,5228,14973,
reg_b_004,2026年6月30日,,,,8942,5372,14314,
reg_b_005,BCD,,,,16567,1031,17598,
reg_b_007,30.00,,,,9692,4188,13880,
reg_b_008,BC,,,,16851,977,17828,
reg_b_009,BC,,,,9179,800,9979,
reg_b_013,B,,,,8458,755,9213,
reg_b_014,99.25,,,,11622,4557,16179,
reg_b_015,AC,,,,8068,927,8995,
reg_b_016,2.00,,,,9091,5232,14323,
reg_b_017,AC,,,,9163,833,9996,
reg_b_018,2026年4月1日,,,,9397,4259,13656,
reg_b_020,B,,,,8064,664,8728,
reg_b_021,B,,,,8790,714,9504,
reg_b_023,AB,,,,7408,881,8289,
reg_b_024,B,,,,10651,794,11445,
reg_b_025,AC,,,,8045,731,8776,
reg_b_026,B,,,,8428,738,9166,
reg_b_027,BD,,,,9552,825,10377,
res_b_001,AB,,,,14695,990,15685,
res_b_002,AC,,,,23717,1633,25350,
res_b_003,AB,,,,12986,866,13852,
res_b_004,BCD,,,,13444,1099,14543,
res_b_005,22.19%,,,,14735,8575,23310,
res_b_006,AB,,,,24070,1657,25727,
res_b_007,61.98,,,,14273,5152,19425,
res_b_008,C,,,,22032,2102,24134,
res_b_009,ABC,,,,12496,1199,13695,
res_b_010,AC,,,,12529,1209,13738,
res_b_011,BC,,,,22687,1459,24146,
res_b_012,67.10,,,,13886,5919,19805,
res_b_013,AB,,,,22298,1536,23834,
res_b_014,C,,,,13337,2431,15768,
res_b_015,BD,,,,24018,2200,26218,
res_b_016,BD,,,,14839,888,15727,
res_b_017,AC,,,,12379,990,13369,
res_b_018,CD,,,,20612,1492,22104,
res_b_019,AB,,,,13095,1069,14164,
res_b_020,BD,,,,22883,1544,24427,
