qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,723654,145980,869634,
fc_b_001,5.55%,5.36%,7.68%,7.35%,5318,2403,7721,
fc_b_002,ACD,,,,6507,469,6976,
fc_b_003,ABCD,,,,7926,570,8496,
fc_b_004,ABC,,,,6507,469,6976,
fc_b_005,1468.47%,740.58%,,,4818,2549,7367,
fc_b_006,B,,,,7926,570,8496,
fc_b_007,BC,,,,5498,779,6277,
fc_b_008,ABC,,,,5498,779,6277,
fc_b_009,ABD,,,,5498,779,6277,
fc_b_010,BCD,,,,6187,647,6834,
fc_b_011,ABC,,,,7926,570,8496,
fc_b_012,BCD,,,,6134,395,6529,
fc_b_013,A,,,,5163,324,5487,
fc_b_014,14.41,,,,5482,2526,8008,
fc_b_015,CD,,,,6187,647,6834,
fc_b_016,C,,,,5163,324,5487,
fc_b_017,BC,,,,6187,647,6834,
fc_b_018,ABD,,,,6507,469,6976,
fc_b_019,ABCD,,,,5163,324,5487,
fc_b_020,2.30,,,,4872,2311,7183,
fin_b_001,ACD,,,,7189,1307,8496,
fin_b_002,BCD,,,,10367,2973,13340,
fin_b_003,ABCD,,,,9547,2181,11728,
fin_b_004,A,,,,12366,1706,14072,
fin_b_005,AC,,,,13874,2129,16003,
fin_b_006,BC,,,,7189,1306,8495,
fin_b_007,ABD,,,,10493,2246,12739,
fin_b_008,AC,,,,17111,2416,19527,
fin_b_009,BCD,,,,9547,2181,11728,
fin_b_010,AD,,,,7189,1306,8495,
fin_b_011,ABC,,,,14044,1856,15900,
fin_b_012,AB,,,,14044,1856,15900,
fin_b_013,40.05,10.10,,,6752,2791,9543,
fin_b_014,-25.45,9.82,35.27,,8592,3324,11916,
fin_b_015,宁德时代>美的集团,19.75,,,8827,2583,11410,
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,76.92,,,12407,2828,15235,
fin_b_017,1049321.98,0.08,,,5595,2534,8129,
fin_b_018,2.58,7.65,,,7828,2592,10420,
fin_b_019,比亚迪>宁德时代>美的集团,0.84,,,8061,2631,10692,
fin_b_020,1123.23,1123.09,0.15,,7152,2888,10040,
ins_b_001,333.20,,,,7393,2638,10031,
ins_b_002,BC,,,,5746,1280,7026,
ins_b_003,366.00,,,,7847,2868,10715,
ins_b_004,BCD,,,,5746,1280,7026,
ins_b_005,BD,,,,10662,2136,12798,
ins_b_006,BCD,,,,14966,1947,16913,
ins_b_007,BC,,,,10270,2157,12427,
ins_b_008,ABCD,,,,10198,2056,12254,
ins_b_009,BCD,,,,11019,2027,13046,
ins_b_010,AB,,,,10483,1961,12444,
ins_b_011,16.00,,,,6274,2532,8806,
ins_b_012,BCD,,,,11828,1970,13798,
ins_b_013,BD,,,,14498,2090,16588,
ins_b_014,ACD,,,,5745,1280,7025,
ins_b_015,AC,,,,10396,1873,12269,
ins_b_016,ABD,,,,10035,2044,12079,
ins_b_017,ABCD,,,,12264,2030,14294,
ins_b_018,60.00,,,,6488,2342,8830,
ins_b_019,211.50,,,,7379,2545,9924,
ins_b_020,ACD,,,,10542,2178,12720,
reg_b_001,ACD,,,,3947,434,4381,
reg_b_003,2026年3月30日,,,,4731,2512,7243,
reg_b_004,2026年6月30日,,,,4196,2452,6648,
reg_b_005,BCD,,,,3406,408,3814,
reg_b_007,30.00,,,,4684,2485,7169,
reg_b_008,BC,,,,3406,408,3814,
reg_b_009,BC,,,,3947,434,4381,
reg_b_013,B,,,,3406,408,3814,
reg_b_014,99.25,,,,4967,2507,7474,
reg_b_015,AC,,,,3947,434,4381,
reg_b_016,2.00,,,,3992,2461,6453,
reg_b_017,AC,,,,4025,446,4471,
reg_b_018,2026年4月1日,,,,4534,2515,7049,
reg_b_020,B,,,,3484,420,3904,
reg_b_021,B,,,,3484,420,3904,
reg_b_023,AB,,,,4025,446,4471,
reg_b_024,B,,,,3484,420,3904,
reg_b_025,AC,,,,4025,446,4471,
reg_b_026,B,,,,3484,420,3904,
reg_b_027,BD,,,,3484,420,3904,
res_b_001,AB,,,,6363,882,7245,
res_b_002,AC,,,,7687,475,8162,
res_b_003,AB,,,,7687,475,8162,
res_b_004,BCD,,,,6363,882,7245,
res_b_005,22.19%,,,,5974,2719,8693,
res_b_006,AB,,,,6363,882,7245,
res_b_007,61.98,,,,5389,2417,7806,
res_b_008,C,,,,6363,882,7245,
res_b_009,ABC,,,,6363,882,7245,
res_b_010,AC,,,,7687,475,8162,
res_b_011,BC,,,,7687,475,8162,
res_b_012,67.10,,,,5358,2724,8082,
res_b_013,ABC,,,,6363,882,7245,
res_b_014,CD,,,,6363,882,7245,
res_b_015,BD,,,,7687,475,8162,
res_b_016,BD,,,,7687,475,8162,
res_b_017,AC,,,,7455,949,8404,
res_b_018,ACD,,,,7687,475,8162,
res_b_019,AB,,,,6363,882,7245,
res_b_020,BD,,,,7687,475,8162,
