qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,3974099,710139,4684238,
fc_b_001,5.55%,5.36%,7.68%,7.35%,23032,6422,29454,依据《广东省广晟控股集团有限公司2026年面向专业投资者公开发行科技创新公司债券（第一期）募集说明书》第69页披露的“报告期内主营业务毛利率分类明细”图表，可直接获取发行人矿业板块在各报告期的毛利率数据。经查，2022年度该板块毛利率为5.55%，2023年度为5.36%，2024年度上升至7.68%，而2025年1-6月则为7.35%。由于题目所求指标属于募集说明书中直接列示的财务比率，无需进行额外的加权平均或换算处理，推理过程仅需严格对应题目要求的时间序列（2022年、2023年、2024年及2025年1-6月），从原文表格中依次摘录对应数值即可确保数据准确性。最终确认矿业板块在上述四个期间的主营业务毛利率分别为5.55%、5.36%、7.68%和7.35%，与作答完全一致。
fc_b_002,ACD,,,,41174,1939,43113,依据《苏州华亚智能科技股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）（注册稿）》第43页及261页内容，对业绩奖励机制进行核查。选项A所述奖励总额不超过超额业绩100%且不超过交易作价20%，与原文监管合规性描述完全一致，故入选。选项B将奖励对象表述为“所有员工”，但原文明确限定为“届时仍在标的公司任职的管理团队及核心人员”，范围不符，故排除。选项C关于50%现金发放、50%通过资管计划购买上市公司股票的支付方式，与原文披露细节吻合，故入选。选项D引用的计算公式“（累积实现净利润-累积承诺净利润）*50%”在原文中确有记载，作为基础计算依据成立，故入选。综上，正确选项为ACD。
fc_b_003,ABCD,,,,57191,10567,67758,依据《厦门金圆投资集团有限公司2026年面向专业投资者公开发行公司债券（第二期）募集说明书》相关章节进行核查。针对选项A，原文P173“交叉保护承诺”明确约定，若出现违规情形，发行人需在10个交易日内恢复承诺要求，表述准确故入选。对于选项B，原文P174规定仅当“无法按时还本付息”时给予90个自然日宽限期，而选项泛化为所有“违约情形”，扩大了适用范围，与原文限定条件不符，故排除。选项C对应P176争议解决条款，约定协商不成时向发行人住所地有管辖权法院诉讼，符合原文。选项D依据P173规定，若发行人违反交叉保护且未按期恢复，持有人有权要求采取负面事项救济措施，逻辑一致。综上，正确选项为ACD。
fc_b_004,ABC,,,,45979,2163,48142,依据《深圳市融资租赁（集团）有限公司2026年面向专业投资者公开发行科技创新公司债券（第一期）募集说明书》P104至P105页内容进行分析。针对选项A，原文披露最近一期末单一集团业务余额占净资产比例为90.79%，且近三年数据均超50%监管红线，事实描述准确，故入选。对于选项B，文中明确引用深圳地方金融管理局公告及发行人说明，确认其两年监管评级均为A级，表述无误，予以保留。选项C指出截至2024年末行业租赁资产占比84.17%，因超过80%而适用广东省细则中关于放宽集中度要求的条款，逻辑与原文一致，判定正确。选项D声称整改过渡期为5年，但原文P104明确依据《暂行办法》规定过渡期原则上不超过3年，存在数值错误，故排除。综上，正确选项为ABC。
fc_b_005,1468.47%,740.58%,,,21280,6617,27897,"依据《苏州华亚智能科技股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）（注册稿）》，需核实冠鸿智能在两个基准日的评估增值情况。针对2023年6月30日基准日，报告第153页及207页显示，标的股东全部权益账面值为5,138.77万元，评估值80,600.00万元，由此得出增值额75,461.23万元，对应增值率为1,468.47%。对于2023年12月31日的加期评估，结合报告第17页及220页注3数据，此时账面净资产增至10,076.35万元，评估值调整为84,700.00万元，计算得增值额74,623.65万元，增值率降为740.58%。通过对比两次评估中账面值与评估值的变动关系，确认随着净资产基数增加，增值率显著下降。最终确定两次评估增值率分别为1,468.47%和740.58%，与作答一致。"
fc_b_006,B,,,,46017,2960,48977,本题旨在甄别关于可转债认购承诺的错误表述。经核查，安克创新独立董事承诺本人及直系亲属均不参与认购且不委托他人，选项A概括准确；其控股股东亦承诺若减持间隔不满六个月则放弃认购，选项D与原文一致。本川智能独立董事明确承诺本人及关系密切家庭成员不认购，选项C描述无误。然而，普联软件独立董事在文档【text11 P57】中明确承诺“本人及本人配偶、父母、子女”均不参与认购且未委托他人，这直接否定了选项B中“未明确其配偶、父母、子女是否参与”的说法。由于选项B与事实证据存在实质性矛盾，故判定其为错误选项，最终选择B。
fc_b_007,B,,,,67093,12185,79278,"经核查各公司招股说明书，安克创新（text04）采用外协生产模式，其风险披露聚焦于研发产业化及资产折旧，未设立“新增产能消化风险”章节，故A项关于该风险表述的描述与原文不符。本川智能（text05 P17、P45）明确披露2024年下半年新客户预计年销售额约40,500万元，且采购意向与募投产品领域高度相关，B项表述与原文完全一致。普联软件（text11 P226、P43-44）募投项目均为软件研发类，风险因素中仅提及实施效果及折旧影响，因行业特性确实未涉及物理产能消化风险，C项符合事实。安克创新（text04 P33、P95）的仓储项目旨在提升效率而非扩大生产产能，不涉及传统产能消化问题，D项归因错误。综上，B、C两项表述准确，正确答案为BC。"
fc_b_008,ABC,,,,53383,4164,57547,经核对三份募集说明书，选项A与B分别依据安克创新【text04 P311】及普联软件【text11 P29】，两者均规定公司发生减资时应召集债券持有人会议，且明确排除因员工持股、股权激励或维护公司价值回购股份导致的减资，表述与原文一致故入选。选项C依据本川智能【text05 P38】，其除上述例外外，还额外排除了“用于转换本次可转债”导致的减资，选项准确复现了这一差异，故入选。选项D声称三份文件关于减资时提前清偿权的规定完全一致，但对比发现，本川智能【text05 P37】的豁免范围包含转股减资，而普联软件【text11 P28】及安克创新未包含此项，且各文件具体条款表述存在差异，故“完全一致”说法错误，予以排除。综上，正确答案为ABC。
fc_b_009,ABD,,,,58810,2167,60977,"经核查各招股说明书关于募投项目新增折旧摊销的披露情况，选项A与D均涉及定量测算。普联软件在【text11 P43/P223】中详细列示了T+2至T+10年新增折旧摊销占营收及净利润的比重表格；本川智能在【text05 P8/P46】及后续章节中披露了完全达产前后具体比例（如净利占比最高77.09%）及分项目明细，二者均符合定量披露特征，故A、D入选。选项B直接引用【text05 P8/P46】原文“新增折旧摊销占营业收入最高比例为3.49%，占净利润最高比例为77.09%”，表述一致，故入选。选项C称安克创新“未量化披露”，但【text04 P47】明确记载“年新增折旧摊销费用预计最高金额为11,376.57万元”，存在具体数值，该选项与事实相悖，故排除。综上，正确选项为ABD。"
