qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,369456,105179,474635,
fc_b_001,5.55%,5.36%,7.68%,7.35%,1884,1393,3277,
fc_b_002,ACD,,,,3990,441,4431,
fc_b_003,ABCD,,,,5751,459,6210,
fc_b_004,BC,,,,3990,441,4431,
fc_b_005,1468.47%,740.58%,,,3884,3348,7232,
fc_b_006,B,,,,5751,459,6210,
fc_b_007,BC,,,,3581,1226,4807,
fc_b_008,ABC,,,,3581,1226,4807,
fc_b_009,B,,,,3581,1226,4807,
fc_b_010,BCD,,,,3903,835,4738,
fc_b_011,ABC,,,,5751,459,6210,
fc_b_012,BCD,,,,4308,267,4575,
fc_b_013,B,,,,3338,1015,4353,
fc_b_014,14.41,,,,2680,1372,4052,
fc_b_015,CD,,,,3903,835,4738,
fc_b_016,A,,,,3338,1015,4353,
fc_b_017,CD,,,,3903,835,4738,
fc_b_018,ABD,,,,3990,441,4431,
fc_b_019,ABCD,,,,3338,1015,4353,
fc_b_020,2.30,,,,1891,1542,3433,
fin_b_001,ACD,,,,3937,604,4541,
fin_b_002,BCD,,,,3937,604,4541,
fin_b_003,ABCD,,,,3937,604,4541,
fin_b_004,AB,,,,3937,604,4541,
fin_b_005,ACD,,,,5051,667,5718,
fin_b_006,A,,,,9466,1004,10470,
fin_b_007,BD,,,,3937,604,4541,
fin_b_008,AC,,,,16113,2272,18385,
fin_b_009,C,,,,9982,2531,12513,
fin_b_010,AD,,,,3937,604,4541,
fin_b_011,ABC,,,,5051,667,5718,
fin_b_012,A,,,,27615,4356,31971,
fin_b_013,无法计算,无法计算,,,6355,3079,9434,
fin_b_014,,,,,11003,7610,18613,
fin_b_015,宁德时代>美的集团,19.76,,,9111,3731,12842,
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,4517,1601,6118,
fin_b_017,1049321.98,0.08,,,2199,1547,3746,
fin_b_018,2.58,7.65,,,2132,1482,3614,
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,3020,1678,4698,
fin_b_020,112.32,112.31,0.01,,3483,1732,5215,
ins_b_001,333.20,,,,3697,1549,5246,
ins_b_002,C,,,,2418,722,3140,
ins_b_003,294.00,,,,2357,1704,4061,
ins_b_004,BCD,,,,2418,722,3140,
ins_b_005,BD,,,,2366,575,2941,
ins_b_006,BCD,,,,2418,722,3140,
ins_b_007,BC,,,,2418,722,3140,
ins_b_008,ABCD,,,,2418,722,3140,
ins_b_009,BCD,,,,2366,575,2941,
ins_b_010,B,,,,2366,574,2940,
ins_b_011,16.00,,,,1738,1666,3404,
ins_b_012,BD,,,,2366,574,2940,
ins_b_013,BD,,,,2418,721,3139,
ins_b_014,AC,,,,2418,721,3139,
ins_b_015,AC,,,,2366,574,2940,
ins_b_016,AB,,,,2366,574,2940,
ins_b_017,ABCD,,,,2418,721,3139,
ins_b_018,60.00,,,,1917,1518,3435,
ins_b_019,211.50,,,,3684,1575,5259,
ins_b_020,ACD,,,,2366,574,2940,
reg_b_001,AC,,,,1963,352,2315,
reg_b_003,2026年3月30日,,,,2557,1462,4019,
reg_b_004,2026年6月30日,,,,2635,1418,4053,
reg_b_005,BCD,,,,1987,326,2313,
reg_b_007,30.00,,,,2105,1374,3479,
reg_b_008,BC,,,,1987,326,2313,
reg_b_009,BC,,,,1963,352,2315,
reg_b_013,B,,,,1987,326,2313,
reg_b_014,99.25,,,,2071,1472,3543,
reg_b_015,AC,,,,1963,352,2315,
reg_b_016,2.00,,,,2350,1448,3798,
reg_b_017,AC,,,,2030,358,2388,
reg_b_018,2026年4月1日,,,,2699,1391,4090,
reg_b_020,B,,,,2054,332,2386,
reg_b_021,B,,,,2054,332,2386,
reg_b_023,AB,,,,2030,358,2388,
reg_b_024,B,,,,2054,332,2386,
reg_b_025,AC,,,,2030,358,2388,
reg_b_026,B,,,,2054,332,2386,
reg_b_027,BD,,,,2054,332,2386,
res_b_001,AB,,,,3215,766,3981,
res_b_002,AC,,,,3099,536,3635,
res_b_003,AB,,,,3099,536,3635,
res_b_004,BCD,,,,3215,766,3981,
res_b_005,22.19,,,,2000,2009,4009,
res_b_006,AB,,,,3099,536,3635,
res_b_007,61.98,,,,2247,1503,3750,
res_b_008,AC,,,,3215,766,3981,
res_b_009,ABC,,,,5541,906,6447,
res_b_010,AC,,,,3098,536,3634,
res_b_011,BC,,,,3214,766,3980,
res_b_012,1013.50,,,,2184,1776,3960,
res_b_013,AB,,,,3214,766,3980,
res_b_014,CD,,,,3098,536,3634,
res_b_015,BD,,,,3098,536,3634,
res_b_016,BD,,,,3214,766,3980,
res_b_017,AC,,,,3098,536,3634,
res_b_018,CD,,,,3098,536,3634,
res_b_019,AB,,,,3214,766,3980,
res_b_020,BD,,,,3214,766,3980,
