qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,321479,103568,425047
fc_b_001,5.55%,5.36%,7.68%,7.35%,2340,1498,3838
fc_b_002,ACD,,,,3202,865,4067
fc_b_003,ABCD,,,,3585,840,4425
fc_b_004,ABC,,,,3202,865,4067
fc_b_005,1468.47%,740.58%,,,6186,3310,9496
fc_b_006,B,,,,3585,840,4425
fc_b_007,B,,,,3585,840,4425
fc_b_008,AC,,,,3585,840,4425
fc_b_009,B,,,,3585,840,4425
fc_b_010,BCD,,,,3202,865,4067
fc_b_011,ABC,,,,3585,840,4425
fc_b_012,ABCD,,,,3585,840,4425
fc_b_013,A,,,,3202,865,4067
fc_b_014,14.41,,,,2633,1399,4032
fc_b_015,CD,,,,3202,865,4067
fc_b_016,C,,,,3585,840,4425
fc_b_017,BC,,,,3202,865,4067
fc_b_018,AB,,,,3202,865,4067
fc_b_019,D,,,,3202,865,4067
fc_b_020,2.30,,,,2203,1419,3622
fin_b_001,ACD,,,,3920,821,4741
fin_b_002,BCD,,,,3920,821,4741
fin_b_003,ABCD,,,,3920,821,4741
fin_b_004,AB,,,,3920,821,4741
fin_b_005,ACD,,,,5017,739,5756
fin_b_006,BC,,,,3920,821,4741
fin_b_007,BD,,,,3920,821,4741
fin_b_008,A,,,,5017,739,5756
fin_b_009,BCD,,,,3920,821,4741
fin_b_010,AD,,,,3920,821,4741
fin_b_011,ABC,,,,5017,739,5756
fin_b_012,A,,,,9705,743,10448
fin_b_013,40.05,10.10,,,6778,3597,10375
fin_b_014,0.00,0.00,0.00,,9802,6264,16066
fin_b_015,,,,,7338,3348,10686
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,4470,1537,6007
fin_b_017,1049321.98,0.08,,,2152,1588,3740
fin_b_018,2.58,7.65,,,2308,1505,3813
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,2973,1961,4934
fin_b_020,112.32,112.31,0.01,,3436,1579,5015
ins_b_001,333.20,,,,3650,1512,5162
ins_b_002,BC,,,,2401,629,3030
ins_b_003,322.00,,,,5263,6026,11289
ins_b_004,BCD,,,,2401,629,3030
ins_b_005,BD,,,,2346,512,2858
ins_b_006,BCD,,,,2401,629,3030
ins_b_007,C,,,,2401,629,3030
ins_b_008,ABCD,,,,2401,629,3030
ins_b_009,BCD,,,,2346,512,2858
ins_b_010,B,,,,2346,512,2858
ins_b_011,16.00,,,,1691,1627,3318
ins_b_012,BD,,,,2346,512,2858
ins_b_013,BD,,,,2401,629,3030
ins_b_014,AC,,,,2401,629,3030
ins_b_015,AC,,,,2346,512,2858
ins_b_016,AB,,,,2346,512,2858
ins_b_017,ABCD,,,,2401,629,3030
ins_b_018,60.00,,,,1870,1453,3323
ins_b_019,211.50,,,,3637,1512,5149
ins_b_020,ACD,,,,2346,512,2858
reg_b_001,AC,,,,2138,377,2515
reg_b_003,2026年3月30日,,,,2510,1473,3983
reg_b_004,2026年6月30日,,,,2588,1432,4020
reg_b_005,BCD,,,,1953,580,2533
reg_b_007,30.00,,,,2519,1370,3889
reg_b_008,BC,,,,1953,580,2533
reg_b_009,BC,,,,2138,377,2515
reg_b_013,B,,,,1953,580,2533
reg_b_014,99.25,,,,2316,2169,4485
reg_b_015,AC,,,,2138,377,2515
reg_b_016,2.00,,,,2730,1408,4138
reg_b_017,AC,,,,2205,385,2590
reg_b_018,2026年4月1日,,,,2652,1470,4122
reg_b_020,B,,,,2020,588,2608
reg_b_021,B,,,,2020,588,2608
reg_b_023,AB,,,,2205,385,2590
reg_b_024,B,,,,2020,587,2607
reg_b_025,AC,,,,2205,384,2589
reg_b_026,B,,,,2020,587,2607
reg_b_027,BD,,,,2020,587,2607
res_b_001,AB,,,,3199,522,3721
res_b_002,AD,,,,3082,599,3681
res_b_003,AB,,,,3082,599,3681
res_b_004,BCD,,,,3199,522,3721
res_b_005,-87.78,,,,2421,1492,3913
res_b_006,AB,,,,3082,599,3681
res_b_007,61.98,,,,2200,1510,3710
res_b_008,AC,,,,3199,522,3721
res_b_009,ABC,,,,5407,654,6061
res_b_010,AC,,,,3082,599,3681
res_b_011,BC,,,,3198,522,3720
res_b_012,67.10,,,,2137,1741,3878
res_b_013,AB,,,,3198,522,3720
res_b_014,CD,,,,3081,599,3680
res_b_015,BD,,,,3081,599,3680
res_b_016,BD,,,,3198,522,3720
res_b_017,AC,,,,3081,599,3680
res_b_018,CD,,,,3081,599,3680
res_b_019,AB,,,,3198,522,3720
res_b_020,BD,,,,3198,522,3720
