qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,396984,106176,503160
fc_b_001,5.55%,5.36%,7.68%,7.35%,2340,1523,3863
fc_b_002,ACD,,,,3202,504,3706
fc_b_003,ABCD,,,,3585,1215,4800
fc_b_004,ABC,,,,3202,504,3706
fc_b_005,1468.47%,740.58%,,,5992,3562,9554
fc_b_006,A,,,,3585,1215,4800
fc_b_007,B,,,,3585,1215,4800
fc_b_008,AC,,,,3585,1215,4800
fc_b_009,C,,,,3585,1215,4800
fc_b_010,BCD,,,,3202,504,3706
fc_b_011,ABC,,,,3585,1215,4800
fc_b_012,ABCD,,,,3585,1215,4800
fc_b_013,A,,,,3202,504,3706
fc_b_014,14.41,,,,2633,1408,4041
fc_b_015,CD,,,,3202,504,3706
fc_b_016,C,,,,3585,1215,4800
fc_b_017,BC,,,,3202,504,3706
fc_b_018,AB,,,,3202,504,3706
fc_b_019,ABCD,,,,3202,504,3706
fc_b_020,2.30,,,,2203,1586,3789
fin_b_001,ACD,,,,3920,627,4547
fin_b_002,BCD,,,,3920,627,4547
fin_b_003,AD,,,,3920,627,4547
fin_b_004,AB,,,,3920,627,4547
fin_b_005,ACD,,,,5145,1019,6164
fin_b_006,A,,,,32562,1027,33589
fin_b_007,BD,,,,3920,627,4547
fin_b_008,A,,,,5145,1019,6164
fin_b_009,BD,,,,3920,627,4547
fin_b_010,AD,,,,3920,627,4547
fin_b_011,ABC,,,,5145,1019,6164
fin_b_012,A,,,,24372,1419,25791
fin_b_013,40.05,10.10,,,6590,3810,10400
fin_b_014,,,,,9802,7954,17756
fin_b_015,,,,,7031,3212,10243
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,4470,1605,6075
fin_b_017,1049321.98,0.08,,,2152,1519,3671
fin_b_018,2.58,7.65,,,2308,1485,3793
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,6577,5623,12200
fin_b_020,112.32,112.31,0.01,,2268,1766,4034
ins_b_001,332.30,,,,3650,1496,5146
ins_b_002,C,,,,2401,507,2908
ins_b_003,,,,,5263,5917,11180
ins_b_004,BCD,,,,2401,507,2908
ins_b_005,A,,,,16996,819,17815
ins_b_006,BCD,,,,2401,507,2908
ins_b_007,BC,,,,2401,507,2908
ins_b_008,ABCD,,,,2401,507,2908
ins_b_009,BCD,,,,17027,423,17450
ins_b_010,B,,,,2346,419,2765
ins_b_011,16.00,,,,1691,1535,3226
ins_b_012,BD,,,,2346,419,2765
ins_b_013,BD,,,,2401,507,2908
ins_b_014,ACD,,,,2401,507,2908
ins_b_015,AC,,,,2346,419,2765
ins_b_016,AB,,,,2346,419,2765
ins_b_017,D,,,,2401,507,2908
ins_b_018,60.00,,,,1870,1418,3288
ins_b_019,211.50,,,,3637,1517,5154
ins_b_020,ACD,,,,2346,419,2765
reg_b_001,AC,,,,2138,378,2516
reg_b_003,2026年3月30日,,,,2510,1436,3946
reg_b_004,2026年6月30日,,,,2588,1387,3975
reg_b_005,BCD,,,,2044,326,2370
reg_b_007,30.00,,,,2519,1425,3944
reg_b_008,BC,,,,2044,326,2370
reg_b_009,BC,,,,2138,378,2516
reg_b_013,B,,,,2044,326,2370
reg_b_014,99.25,,,,2316,1980,4296
reg_b_015,AC,,,,2138,378,2516
reg_b_016,2.00,,,,2730,1386,4116
reg_b_017,AC,,,,2205,386,2591
reg_b_018,2026年4月1日,,,,2652,1461,4113
reg_b_020,B,,,,2111,334,2445
reg_b_021,B,,,,2111,334,2445
reg_b_023,AB,,,,2205,386,2591
reg_b_024,B,,,,2111,334,2445
reg_b_025,AC,,,,2205,385,2590
reg_b_026,B,,,,2111,333,2444
reg_b_027,BD,,,,2111,333,2444
res_b_001,AB,,,,3199,538,3737
res_b_002,AC,,,,3082,536,3618
res_b_003,AB,,,,3082,536,3618
res_b_004,BCD,,,,3199,538,3737
res_b_005,22.19,,,,2421,1741,4162
res_b_006,AB,,,,3082,536,3618
res_b_007,61.98,,,,2200,1413,3613
res_b_008,AC,,,,3199,538,3737
res_b_009,ABC,,,,5407,705,6112
res_b_010,AC,,,,3082,536,3618
res_b_011,BC,,,,3199,538,3737
res_b_012,67.10,,,,2138,1740,3878
res_b_013,AB,,,,3199,538,3737
res_b_014,CD,,,,3082,536,3618
res_b_015,BD,,,,3082,536,3618
res_b_016,BD,,,,3199,538,3737
res_b_017,AC,,,,3081,536,3617
res_b_018,CD,,,,3081,536,3617
res_b_019,AB,,,,3198,538,3736
res_b_020,BD,,,,3198,538,3736
