qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
summary,,,,,2821144,479128,3300272,
fc_b_001,5.55%,5.36%,7.68%,7.35%,19046,5302,24348,
fc_b_002,ACD,,,,28144,996,29140,
fc_b_003,ABCD,,,,43338,9236,52574,
fc_b_004,ABC,,,,31628,1069,32697,
fc_b_005,1468.47%,740.58%,,,17232,6257,23489,
fc_b_006,B,,,,30652,1548,32200,
fc_b_007,BC,,,,36669,2786,39455,
fc_b_008,ABC,,,,36146,1578,37724,
fc_b_009,ABD,,,,40456,1076,41532,
fc_b_010,BCD,,,,28807,1143,29950,
fc_b_011,ABC,,,,27093,964,28057,
fc_b_012,BCD,,,,28615,657,29272,
fc_b_013,A,,,,8987,145,9132,
fc_b_014,14.41,,,,22180,4957,27137,
fc_b_015,CD,,,,27966,1063,29029,
fc_b_016,C,,,,23940,805,24745,
fc_b_017,BC,,,,27959,1053,29012,
fc_b_018,ABD,,,,27386,1054,28440,
fc_b_019,ABCD,,,,29386,848,30234,
fc_b_020,2.30,,,,24317,5547,29864,
fin_b_001,ACD,,,,33062,7763,40825,
fin_b_002,BCD,,,,40175,7983,48158,
fin_b_003,ABCD,,,,43951,7846,51797,
fin_b_004,AB,,,,48470,7695,56165,
fin_b_005,ACD,,,,41825,6807,48632,
fin_b_006,BC,,,,28823,7080,35903,
fin_b_007,ABD,,,,30336,6360,36696,
fin_b_008,AC,,,,43362,8193,51555,
fin_b_009,BCD,,,,43735,7038,50773,
fin_b_010,AD,,,,49360,7997,57357,
fin_b_011,ABC,,,,44585,7030,51615,
fin_b_012,A,,,,22761,4508,27269,
fin_b_013,40.05,10.10,,,26811,6959,33770,
fin_b_014,1.12,9.82,8.69,,40270,11297,51567,
fin_b_015,宁德时代>美的集团,19.75,,,25724,5660,31384,
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,44900,11153,56053,
fin_b_017,1049321.98,0.08,,,20085,6469,26554,
fin_b_018,2.58,7.65,,,45261,9627,54888,
fin_b_019,比亚迪股份有限公司>宁德时代新能源科技股份有限公司>美的集团股份有限公司,0.84,,,45456,15776,61232,
fin_b_020,112.32,112.31,0.01,,21639,7462,29101,
ins_b_001,333.20,,,,24152,6580,30732,
ins_b_002,BC,,,,27548,6812,34360,
ins_b_003,366.00,,,,25835,6857,32692,
ins_b_004,BCD,,,,32588,7036,39624,
ins_b_005,BD,,,,34704,5877,40581,
ins_b_006,BCD,,,,43681,5475,49156,
ins_b_007,BC,,,,31347,5999,37346,
ins_b_008,ABCD,,,,29738,5551,35289,
ins_b_009,BCD,,,,34882,6126,41008,
ins_b_010,A,,,,45195,14431,59626,
ins_b_011,16.00,,,,17966,6295,24261,
ins_b_012,BCD,,,,37517,4579,42096,
ins_b_013,BD,,,,45154,5068,50222,
ins_b_014,ACD,,,,20986,4241,25227,
ins_b_015,AC,,,,32707,4849,37556,
ins_b_016,ABD,,,,31251,5010,36261,
ins_b_017,ABCD,,,,37627,6355,43982,
ins_b_018,60.00,,,,18067,4710,22777,
ins_b_019,211.50,,,,24243,6181,30424,
ins_b_020,ACD,,,,33981,6641,40622,
reg_b_001,ACD,,,,17014,1192,18206,
reg_b_003,2026年3月30日,,,,7690,5690,13380,
reg_b_004,2026年6月30日,,,,6887,5831,12718,
reg_b_005,BCD,,,,20825,921,21746,
reg_b_007,30.00,,,,7637,4889,12526,
reg_b_008,BC,,,,21237,999,22236,
reg_b_009,BC,,,,18105,1189,19294,
reg_b_013,B,,,,16508,986,17494,
reg_b_014,99.25,,,,9567,5741,15308,
reg_b_015,AC,,,,14904,1893,16797,
reg_b_016,2.00,,,,9812,9133,18945,
reg_b_017,AC,,,,17863,1232,19095,
reg_b_018,2026年4月1日,,,,7342,4996,12338,
reg_b_020,B,,,,15290,859,16149,
reg_b_021,B,,,,17220,945,18165,
reg_b_023,AB,,,,12974,1393,14367,
reg_b_024,B,,,,22463,1165,23628,
reg_b_025,AC,,,,14717,1082,15799,
reg_b_026,B,,,,16266,1176,17442,
reg_b_027,BD,,,,19368,1106,20474,
res_b_001,AB,,,,29422,1459,30881,
res_b_002,AC,,,,54105,11789,65894,
res_b_003,AB,,,,26362,2777,29139,
res_b_004,BCD,,,,26926,1507,28433,
res_b_005,22.19,,,,27539,12383,39922,
res_b_006,AB,,,,27605,1607,29212,
res_b_007,61.98,,,,16766,4473,21239,
res_b_008,C,,,,25596,2494,28090,
res_b_009,ABC,,,,26269,2832,29101,
res_b_010,AC,,,,26535,1671,28206,
res_b_011,BC,,,,25901,1499,27400,
res_b_012,670513.51,,,,23920,12573,36493,
res_b_013,A,,,,51149,10754,61903,
res_b_014,CD,,,,26463,5467,31930,
res_b_015,BD,,,,27689,1470,29159,
res_b_016,BD,,,,30261,1673,31934,
res_b_017,AC,,,,24866,1716,26582,
res_b_018,CD,,,,44837,11925,56762,
res_b_019,AB,,,,27135,1755,28890,
res_b_020,BD,,,,28402,1426,29828,
