qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,623521,143634,767155
fc_b_001,5.55%,5.36%,7.68%,7.35%,5365,1868,7233
fc_b_002,A,,,,4626,1342,5968
fc_b_003,BD,,,,6028,1111,7139
fc_b_004,ABC,,,,6008,1111,7119
fc_b_005,1468.47%,740.58%,,,10335,5226,15561
fc_b_006,B,,,,4456,1210,5666
fc_b_007,AC,,,,4464,1210,5674
fc_b_008,ABC,,,,4505,1210,5715
fc_b_009,ABD,,,,4491,1210,5701
fc_b_010,BCD,,,,4965,745,5710
fc_b_011,ABC,,,,6039,1111,7150
fc_b_012,BCD,,,,4587,1342,5929
fc_b_013,A,,,,4892,745,5637
fc_b_014,14.41,,,,5194,1834,7028
fc_b_015,CD,,,,4958,745,5703
fc_b_016,A,,,,4896,745,5641
fc_b_017,BCD,,,,4579,1342,5921
fc_b_018,ABD,,,,4598,1342,5940
fc_b_019,D,,,,5980,1111,7091
fc_b_020,2.30,,,,4614,1738,6352
fin_b_001,D,,,,6406,1138,7544
fin_b_002,CD,,,,6391,1138,7529
fin_b_003,D,,,,6424,1369,7793
fin_b_004,AB,,,,6394,1182,7576
fin_b_005,ACD,,,,7782,921,8703
fin_b_006,A,,,,6464,1336,7800
fin_b_007,ABD,,,,6468,1338,7806
fin_b_008,AC,,,,7798,899,8697
fin_b_009,BD,,,,6457,1369,7826
fin_b_010,AD,,,,6408,1160,7568
fin_b_011,BC,,,,7809,923,8732
fin_b_012,A,,,,7740,888,8628
fin_b_013,40.05,10.10,,,10662,5211,15873
fin_b_014,0.38,10.01,9.64,,6849,2530,9379
fin_b_015,宁德时代>美的集团,19.76,,,10663,5919,16582
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,6748,1958,8706
fin_b_017,1049226.00,0.09,,,4772,1960,6732
fin_b_018,2.58,7.65,,,5320,1930,7250
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,10019,9672,19691
fin_b_020,112.32,112.31,0.01,,5194,2142,7336
ins_b_001,333.20,,,,9493,1993,11486
ins_b_002,BC,,,,7224,886,8110
ins_b_003,366.00,,,,8178,2051,10229
ins_b_004,BCD,,,,7138,889,8027
ins_b_005,AD,,,,7573,1116,8689
ins_b_006,BCD,,,,7111,889,8000
ins_b_007,BC,,,,8801,838,9639
ins_b_008,ABCD,,,,7131,890,8021
ins_b_009,BCD,,,,7613,1116,8729
ins_b_010,B,,,,6418,880,7298
ins_b_011,16.00,,,,6797,1959,8756
ins_b_012,BCD,,,,8814,833,9647
ins_b_013,BD,,,,8816,832,9648
ins_b_014,ACD,,,,6477,871,7348
ins_b_015,AC,,,,6407,880,7287
ins_b_016,ABD,,,,6451,880,7331
ins_b_017,ACD,,,,8763,837,9600
ins_b_018,60.00,,,,6228,1855,8083
ins_b_019,211.50,,,,9419,1872,11291
ins_b_020,ACD,,,,7611,1116,8727
reg_b_001,ACD,,,,4842,606,5448
reg_b_003,2026年3月30日,,,,4840,1839,6679
reg_b_004,20260630.00,,,,7828,4499,12327
reg_b_005,BC,,,,5065,505,5570
reg_b_007,30.00,,,,4881,1713,6594
reg_b_008,BC,,,,5107,516,5623
reg_b_009,BC,,,,4844,576,5420
reg_b_013,B,,,,4808,494,5302
reg_b_014,99.25,,,,4980,2557,7537
reg_b_015,AC,,,,4773,548,5321
reg_b_016,2.00,,,,5463,1816,7279
reg_b_017,AC,,,,4956,576,5532
reg_b_018,20260401.00,,,,8254,4407,12661
reg_b_020,B,,,,5036,317,5353
reg_b_021,B,,,,5171,380,5551
reg_b_023,AB,,,,5724,489,6213
reg_b_024,B,,,,5338,328,5666
reg_b_025,AC,,,,5801,477,6278
reg_b_026,B,,,,4884,494,5378
reg_b_027,BD,,,,5242,336,5578
res_b_001,AB,,,,5464,821,6285
res_b_002,AC,,,,5581,1054,6635
res_b_003,AB,,,,5520,1054,6574
res_b_004,BCD,,,,5435,807,6242
res_b_005,22.19,,,,5637,2117,7754
res_b_006,AB,,,,6448,716,7164
res_b_007,61.98,,,,5070,1962,7032
res_b_008,A,,,,5224,1507,6731
res_b_009,A,,,,5400,814,6214
res_b_010,AC,,,,5547,1054,6601
res_b_011,BC,,,,5254,1500,6754
res_b_012,67.10,,,,5055,2249,7304
res_b_013,AB,,,,5423,814,6237
res_b_014,CD,,,,5230,1507,6737
res_b_015,B,,,,6952,708,7660
res_b_016,BD,,,,6953,708,7661
res_b_017,AC,,,,5578,1068,6646
res_b_018,D,,,,6958,722,7680
res_b_019,ABC,,,,5243,1507,6750
res_b_020,BD,,,,6901,708,7609
